Analysis sample rate,Artist 7dID,Artist familiarity,Artist hotness,Artist ID,Artist latitude,Artist location,Artist longitude,Artist name,Audio MD5,Number of beats,Danceability,Duration,End of fade in,Energy,loudness,release,release 7dID,Hotness,SongID,Start of fade out,Tempo,Title,TrackID,Track 7dID,Year
22050.0,451,0.6940216479070769,0.47940767557514763,ARODBRG1187FB3FD99,,,,Nick Cave & The Bad Seeds,74a9e65a14d3678865e43582581c1360,648,0.0,269.26975,3.889,0.0,-11.751,Your Funeral... My Trial (2009 Digital Remaster),413222,,SOWHYUG12A58A77FAB,262.798,144.603,She Fell Away (2009 Digital Remaster),TRAAGGE128F9325E2C,4603984,0

22050.0,65397,0.4083890223759677,0.13924739387110993,ARMBYRO1187FB57419,,,,Nadine Renee,9f747c90951499896939f600c7ff7c78,681,0.0,249.41669,0.647,0.0,-6.693,Oasis of Love,80578,0.19878534876524423,SOYSTDI12A6D4F6500,238.434,167.92,Next Time,TRAAGHM128EF35CF8E,852705,0

22050.0,14043,0.6069253585317187,0.3891007762801808,ARWY7I71187FB36C3D,40.71455,New York- NY,-74.00712,Lesley Gore,67ca96689f499db63352c7cb15a82b44,292,0.0,136.48934,0.229,0.0,-9.091,60's Triple set,26902,,SOOOROX12A6D4F8400,130.026,129.122,It's My Party,TRAAGJV128F1464090,292256,1963

22050.0,201255,0.5624637835796072,0.3224851056611973,AR6Y22S1187B99906F,,,,Smartbomb,35122600160118386f40e1c6008582b1,510,0.0,233.27302,0.386,0.0,-2.658,Yeah.  Well_ Anyway....,633532,0.0,SONSPZE12AB01819CE,231.178,132.022,Complicate It,TRAAGKF128F932D5A2,7031468,2001

22050.0,324572,0.48100458301758264,0.3356518391847009,ARI5P4N1187FB3F44D,,Minnesota,,Suburbs,4e588672cdea2867001b85faebbd48a0,549,0.0,187.24526,0.107,0.0,-4.42,Un Titre de Toune,435830,0.24906579485370342,SOHWGFU12AB017B036,178.625,183.92,Monde De Fou,TRAAGKQ128F92EAF39,4855196,2005

22050.0,8614,0.7429631523413633,0.45339118607533013,ARYPWUK1187B98ACED,64.55653,Norway,12.66538,Emperor,ad1859ac1bdfe9bfb3970b4037f247c6,104,0.0,72.61995,0.0,0.0,-11.051,Live Inferno,495734,,SOQQVQJ12AB0185192,68.365,89.867,Opus a Satana (Part 2),TRAAGKS128F9314884,5488523,0

22050.0,13038,0.585479539749522,0.36438492446826576,ARW63KF1187B98AC48,46.71067,FR,1.71819,Julien Clerc,31d3ab56ae477d180133db3e93d17760,543,0.0,272.63955,2.775,0.0,-9.97,Vendredi 13 - 1981,664484,,SODRHHD12AB0189F2A,272.64,119.896,This Melody (Live),TRAAGMJ12903CAD7D4,7368035,0

22050.0,15205,0.671596269848304,0.4810242392118726,AR8H87D1187FB3A841,34.03142,Delight- AR,-93.50243,Glen Campbell,2904e2599ec8c200b30b44b86d9b70e0,316,0.0,142.75873,0.218,0.0,-11.335,Unconditional Love,112851,,SOQGFVO12A8C13C8C3,135.546,137.29,I'm Gone This Time,TRAAGNL128F4299BF1,1164868,0

22050.0,86039,0.44932361520766173,0.34328188178708335,ARLWR721187B9A03C9,35.82213,Humboldt- TN,-88.91599,T.G. Sheppard,5d21d8fdd930d59edd6b78926de22907,259,0.0,194.11546,0.089,0.0,-15.581,The Very Best Of,200689,0.3827232807891977,SORABMD12A8C136672,182.729,82.343,You Feel Good All Over,TRAAGOH128F42593CE,2185175,2002

22050.0,11535,0.5164437797727629,0.38666909170602387,ARF4V431187FB3AA41,27.94653,Tampa- FL,-82.45927,Slim Whitman,4bf3e42080e6a97cd1a555eff69a714a,303,0.0,195.91791,0.165,0.0,-11.98,Country Lovers. Vol. 3,682725,,SOTUBVH12AB018D2EC,192.087,91.487,Indian Love Call,TRAAGPF12903CE027E,7576962,1990

22050.0,21235,0.7282097070640043,0.5380702951237828,ARBGWMW1187B9AEA3E,,CA,,Savage Garden,4fff121876c0b80f09157c9028af2a7b,167,0.0,118.33424,0.0,0.0,-11.215,Affirmation,287804,,SOMQAGT12A8C132DB4,118.334,84.69,You Can Still Be Free,TRAAGPH128F4273C8D,3228951,1999

22050.0,5845,0.7986451787418826,0.5524133455169445,AR6G4V01187B9AD086,,,,Queens Of The Stone Age,343fb42e35d36386fc5ae5858dfa2cc2,560,0.0,288.41751,0.113,0.0,-8.165,Lullabies To Paralyze,220917,0.7251212835673101,SOKLLOH12A67020F2C,279.179,115.606,I Never Came,TRAAGPJ128F428CD1B,2417203,2005

22050.0,20690,0.44585463135951076,0.3475988886835368,ARVQ4QM1187B98AD95,33.52029,Birmingham- AL,-86.8115,Hank Penny & The Lincoln Penny Orchestra,cef5b9421ef0d449148483b542781c46,251,0.0,123.21914,1.001,0.0,-12.69,It's War Again,629785,,SONRLQH12AB017C232,118.079,126.523,Dixie,TRAAGUA128F93236E8,6990204,0

22050.0,464,0.605109701914858,0.39854753538058046,AR9AM2N1187B9AD2F1,53.4796,Manchester- England,-2.24881,Inspiral Carpets,15855cbe9a0b57bc9fdc883b65fe2766,531,0.0,283.76771,0.0,0.0,-8.7,The Singles,11305,0.6651722407621973,SODDZAD12A6701DC4C,271.83,113.677,Commercial Reign,TRAAGVF128E0789785,116001,1990

22050.0,3946,0.45404399500343795,0.4214151025424071,AR9XEVF1187B99D017,,,,Borialis,27c2501d57affc43e719e4d241ec8daf,331,0.0,239.3073,0.182,0.0,-5.758,What You Thought You Heard,4967,0.5546547674656118,SORENXV12A6701F61F,220.264,86.938,Hourglass,TRAAGVM128E0784D95,51416,0

22050.0,253540,0.5435161307179269,0.40418220665370436,ARCFOZ71187FB43A0D,,,,The Dirty Skirts,51c54cfa48fecebb81e93d89c81c9b4f,470,0.0,206.75873,0.096,0.0,-4.907,Daddy Don't Disco,325335,0.30416950343527516,SOYMMDY12AB01825B2,193.115,141.936,Wake,TRAAGXN128F92DE52C,3662845,0

22050.0,66541,0.4205458495228202,0.3135693426838017,ARHFEBO11F50C4825A,,,,Flor Silvestre,f77c44758887775fa79a30027d1bd70c,233,0.0,134.81751,0.0,0.0,-8.133,15 Exitos Vol. 2 Flor Silvestre,82932,,SOJWQIP12A6D4F710A,130.723,106.049,Caricia Y Herida,TRAAGZU128EF360F47,870018,0

22050.0,304198,0.37385062304422495,0.1489854809922737,AR107SB1187B9A79F9,,Bézu- comme Superdupont- ne connait qu&#039;un pays : la France !,,Bézu,81dcdddfd5ad4a2397d6d83a477a2b07,595,0.0,285.64853,0.397,0.0,-9.093,Le top du père Nöel,401583,,SOOVOKS12AB017EE57,274.727,126.88,Le tortillard,TRAAHDH128F93094B6,4463774,0

22050.0,368,0.7431297761478142,0.49356684269655965,ARXWAQQ1187B9AE954,,Newark- NJ,,Redman,4a953b42bfeb5440d2ec314a7818dd30,177,0.0,124.18567,0.0,0.0,-10.296,Malpractice,8552,0.5701059300583878,SORWHWY12A6702038E,121.005,85.008,WKYA (drop),TRAAHEG128E07861C3,86269,2001

22050.0,22836,0.13818761011851705,0.3178109598122704,ARL6XZC1187FB3936E,,,,Solistiyhtye Suomi,ecde77a73c92c5916b4bf4a57af15280,295,0.0,134.08608,4.441,0.0,-12.839,20 Suosikkia / Rilluttele yö,217058,,SOGYYLE12A8C13E5EA,130.38,133.699,Teräslintu,TRAAHEH128F427FCEF,2363661,0

22050.0,31296,0.4161410224693502,0.33109012633891616,ARSDSMG1187B98CB59,40.71455,New York- NY,-74.00712,Eddie Cantor,c085dd8b2551c30aebfd9d15fa38eee8,298,0.0,155.61098,0.154,0.0,-13.71,The Fabulous Eddie Cantor,489673,,SOITUXQ12AB0183AE9,150.75,118.975,Now's The Time To Fall In Love,TRAAHEQ128F93057B4,5426684,0

22050.0,7184,0.49555965151406806,0.34919221761645924,AR3WMW01187B9921F7,,,,Schizoid,e2c10ea7228b0b6e11013316df37e1b1,466,0.0,275.40853,0.0,0.0,-2.119,Grim Prospects Remixes - Grim Prospects Will Never End,475992,,SOTWEZZ12A8C142B60,272.556,102.408,Grim Prospects (Gross Prospects - Bad Trip Remix),TRAAHER128F92E3FE9,5285106,0

22050.0,61091,0.43053890741728074,0.3163540008222974,AR3C3C01187B98E800,56.153,Aarhus- Denmark,10.20452,Kai Winding,352acc5a415aea488f81e0496fba5fa8,413,0.0,223.4771,0.291,0.0,-14.438,The Incredible Kai Winding Trombones,495041,0.0,SOUVRGZ12A58A77F90,220.026,112.006,Mangos,TRAAHJX128F9312B83,5481094,1961

22050.0,48089,0.42837541665132417,0.317833879200262,ARDD9UN1187B98D3A7,31.84666,Sicily Island- LA,-91.657,Sonny Simmons,ccd00c7477f01f4c8375b9d5b7017119,336,0.0,443.24526,0.23,0.0,-13.002,Staying on the Watch,225610,0.2707759989463275,SOBLTSM12A6D4F9EEA,430.736,45.527,A Distant Voice,TRAAHKE128F421389B,2468314,0

22050.0,150079,0.5451109508213838,0.34575124701970267,ARJGNV61187B98F3B5,,Tallahassee- FL,,Mira,06963d146fa1ee625710ce60ffd0a10e,245,0.0,177.81506,0.554,0.0,-12.004,Openbare Weg,473710,,SOUQVUD12A8C142DCE,167.48,85.621,Openbare Weg,TRAAHMO128F92DE7C9,5262298,2006

22050.0,440130,0.4833394215564992,0.27756173775343046,ARSVI4L1187B996181,,,,Citizen Kaned,6b11dbb60519314861b8a245f5a76342,691,0.0,385.33179,3.048,0.0,-8.37,Tip World Singles 2000,710902,,SOCRPDR12AB0185B75,382.647,108.061,President Johnson,TRAAHPZ12903CB4643,7884742,2000

22050.0,144534,0.5592784942236473,0.4320119468576032,ARVJ0JK1187B98C9C0,,,,The Brooklyn Tabernacle Choir,30febb787fbf6147aa5cae01d87f79bc,1159,0.0,324.44036,0.0,0.0,-11.829,Praise Him...Live!,341940,0.4051157216913865,SOXVBVL12AF72A600C,312.239,216.195,Lead Me Lord,TRAAHRF128F92FE234,3826845,1995

22050.0,33244,0.43888747505017295,0.3251485709173023,AR4PCIG1187B98D07D,36.16778,Nashville- TN,-86.77836,Ellen McIlwaine,acd12c7550ee05894c31033ae8a3b7c2,597,0.0,275.12118,0.34,0.0,-6.29,Spontanous Combustion,766444,0.24274187894946822,SOIQHDR12AB01896C8,272.933,132.428,Spontanous Combustion,TRAAHTH12903CCFFE1,8486209,0

22050.0,4822,0.5781036297198625,0.4148926124367487,AR1RHCO1187B9AF0BF,37.77916,San Francisco- CA,-122.42005,Vince Guaraldi / Bola Sete,3ad40aace9a1b7909657198b3e01b751,823,0.0,294.66077,0.864,0.0,-15.761,From All Sides,432406,0.3867901771390143,SODLSHA12AAF3B29F2,282.564,168.307,Choro,TRAAHVY128F92E25D6,4819514,0

22050.0,15530,0.5024531765214763,0.3915853290262099,AR1X2H01187B98CCF2,,Menilmontant- France,,Maurice Chevalier,f54d651f130d7416fad040d93d999990,447,0.0,193.20118,0.497,0.0,-27.433,Maurice Chevalier  The Essential Collection Vol 1,546663,,SOAGHMH12AB0180285,190.003,140.956,Ma Louise,TRAAHXN128F9326097,6046214,0

22050.0,17589,0.5419751082100462,0.38418425849676846,ARBQBZV1187B99D29E,,,,Carl Cox Vs Yousef,a366912bac4833c6c1ed5de4c6a39bf8,772,0.0,357.82485,0.131,0.0,-5.701,Dave Pearce Best of the Dance Years 1988 - 1992,548374,0.5112548351002428,SORAVUP12AB018556E,353.785,130.016,I Want You (Forever),TRAAHYV128F932A425,6063570,1991

22050.0,392099,0.6837194679130381,0.4126716309926985,AR9ODB41187FB459B2,,SPRINGFIELD- Virginia,,Organized Konfusion,e53c6982a5fa8726188616681cb597ac,580,0.0,198.3473,0.201,0.0,-8.709,The Equinox,704183,0.46048484498641545,SOFXNQP12AB0184F1A,182.184,175.769,Hate,TRAAHZP12903CA25F4,7810785,1997

22050.0,2183,0.6148709339199385,0.6282464191914875,ARF3GX71187FB3EB66,,Medicine Lodge- KS,,Martina McBride,90e07d5cb1366b0aa0685177921c5c84,427,0.0,261.95546,0.0,0.0,-13.627,Timeless,307618,0.48828987603734525,SOGQTRZ12A8C13C8B0,253.452,100.194,I Can't Stop Loving You,TRAAIAE128F42AC53D,3464362,2005

22050.0,7911,0.6264363817515622,0.3742711738564048,AR3PN3R1187FB4CEBD,18.01571,Kingston- Jamaica,-76.79731,Horace Andy,50b5fb243213179f0bb2510a93ff2c48,439,0.0,176.27383,0.183,0.0,-11.479,Feel Good All Over: Anthology 1970-1976,784530,
